,Close,Open,High,Low,Volume
2023-04-11,100.0,99.66868812052708,100.88365993748668,98.43745414311346,5537871
2023-04-12,100.79507122951684,101.08263889673842,101.45258053946009,100.26181220654398,1291464
2023-04-13,100.63642336385588,100.25236500578512,102.22284804883316,99.83710379824208,5739400
2023-04-14,101.66445744446108,100.7469956468847,103.16557417995848,100.38929090761282,1118581
2023-04-17,104.03785973353487,103.19122957422056,105.47367724075744,103.19122957422056,6370807
2023-04-18,103.72446642406766,103.74940435124508,104.3733279983564,102.31735918561604,4852256
2023-04-19,103.41204269333406,103.54633486551629,103.82135121231408,102.9296979207654,9727148
2023-04-20,105.91339306116738,105.43449685033522,106.43663719420584,105.43449685033522,1501590
2023-04-21,107.1855739994614,107.52781349569032,107.52781349569032,105.45438569173515,4360492
2023-04-24,106.4843535634439,105.59972411462688,107.07034244914252,105.24408839115117,1872328
2023-04-25,107.4042080728847,107.36872183066804,108.125559832451,106.61522580725465,5809479
2023-04-26,106.71131502236886,106.06516936641866,106.7385841075656,105.84668399183003,4110691
2023-04-27,106.01919116315216,105.67365547855157,107.26250898390651,105.67365547855157,2358097
2023-04-28,106.4569904235852,106.4822200230773,107.03569078810438,105.23418567050214,9313157
2023-05-01,103.45498806854944,103.00991779635208,103.83840708158948,102.40406972692762,2294315
2023-05-02,100.82994525585576,100.63607168349311,101.60804864334264,100.63607168349311,7087595
2023-05-03,100.02992891661242,100.53322590748752,102.8793240751881,99.60098407614905,3575508
2023-05-04,98.56024250649696,98.2759494936958,99.69246876661516,97.87711593915226,5510784
2023-05-05,99.07410702736436,99.48808427612768,100.79771291852076,98.89929913204824,1164074
2023-05-08,97.77421896425386,97.22193793739032,98.12859276391748,97.22193793739032,3570466
2023-05-09,95.75180270366025,96.00545122923684,96.82390681209496,94.9593701483899,4287093
2023-05-10,97.90475628133166,98.6104384036733,99.17231102475576,97.82041732258384,2017481
2023-05-11,97.6221400543738,96.41570392659357,98.75536400653716,96.41570392659357,4594804
2023-05-12,97.76983484223597,97.3802732546664,98.22710553431376,94.9136352993604,9451115
2023-05-15,95.7292588367891,96.00547227194092,96.06096443461064,95.31134337188963,3338377
2023-05-16,94.99542314507228,94.89898123324824,95.03999554752068,94.13672641782672,1806564
2023-05-17,95.20097793183236,95.37764518233392,95.65512546448288,92.95144314532806,4918949
2023-05-18,93.60494270834036,93.32226271434423,93.67685179545477,92.65978486068808,7047511
2023-05-19,94.17925305193776,94.22002785946836,95.387565545393,93.59613819368384,1737954
2023-05-22,93.37782713090402,93.30514312103074,94.30811943932991,91.45658256797044,3908056
2023-05-23,93.01595011631905,93.55906190628944,93.55906190628944,92.99660865156036,8840130
2023-05-24,92.22293340796035,92.3402505904072,93.65845889580172,91.55154774026263,9357998
2023-05-25,94.83138278960914,94.99145942599937,95.23737031668506,94.65793956543644,6934261
2023-05-26,94.85959907371814,94.66424665434776,96.28321379417342,93.55539681475508,5510579
2023-05-29,93.40201835340532,93.17430132595504,94.1961426210188,92.79867477226298,8563493
2023-05-30,94.60112968723344,94.39652722111748,94.93095854506194,93.84508502057224,3535232
2023-05-31,92.91603242519592,93.09928706545296,93.24054882698792,92.46748629759472,8704694
2023-06-01,93.25359208989708,93.05730051464413,93.55352832857746,92.3645789182752,3378907
2023-06-02,90.55902471049636,90.6902333526272,92.43970743010397,90.4479356687222,7990607
2023-06-05,88.80011572451669,89.72159487998903,89.72159487998903,87.35739937324442,5532688
2023-06-06,89.10673529028168,89.49485068204925,89.49485068204925,88.8188498976084,8579751
2023-06-07,90.13832384889238,89.99138777526787,91.06700408524917,89.91085663190177,8133131
2023-06-08,90.41509575522676,90.9581351142016,90.9581351142016,90.15125431701225,3363162
2023-06-09,90.30345804521347,90.1192049585788,90.53738206068412,88.89184268911546,5881909
2023-06-12,89.9407492001075,89.02419696182243,90.11734772542782,89.02419696182243,6680820
2023-06-13,87.99102894187035,87.54751618307117,88.05403162676411,87.54751618307117,3692794
2023-06-14,87.08492696772385,86.27033807865212,87.11734192520419,86.27033807865212,3345704
2023-06-15,86.52674902529468,86.37467243023144,87.15634321435135,83.76385685395786,9811940
2023-06-16,87.9420526431639,87.95015139352535,87.98773492140653,87.67932320321597,9220038
2023-06-19,88.43930113514124,89.18061585661374,89.18061585661374,87.77442238444051,9277983
2023-06-20,86.14469019750675,86.28550548415673,86.28550548415673,85.77740576712195,1292575
2023-06-21,86.60653423972788,86.51165655247674,86.67463745275347,85.6119052133677,2459700
2023-06-22,86.14957788128791,86.50684258484462,87.87101933623333,86.05199590074523,9417944
2023-06-23,85.31790450145482,84.37465734578616,86.09969607187789,84.09079586944856,4201078
2023-06-26,86.1433675416625,86.24485069904907,86.44184438294482,85.35151278200208,3607622
2023-06-27,87.51864578745804,87.85597117672641,88.39209072042912,86.93389513188532,2886963
2023-06-28,88.78497073345925,88.12858955066696,91.35641022335476,87.12176385109396,6304120
2023-06-29,87.71171467025106,88.21331781170461,89.54346393255403,86.76438599254986,3772605
2023-06-30,87.3487473123386,87.49658349816042,87.49658349816042,86.95801724002688,2447947
2023-07-03,87.8264533724471,87.64408704941536,88.79973103727056,86.7013821348144,6813775
2023-07-04,89.15554662843229,89.4376266942786,90.08268044218252,89.09504967710407,8242447
2023-07-05,88.55930878516612,89.56476373491898,89.56476373491898,87.80409831297602,9278499
2023-07-06,88.35696097991207,88.43730672792091,89.28772695802175,87.92866579367836,7472652
2023-07-07,86.93485351846759,87.04274862001903,87.47712615074215,86.19907460020747,7606470
2023-07-10,85.41844023059272,85.22225077288448,87.05337595859022,84.86873000172055,2498339
2023-07-11,86.50221977664789,86.13465265453094,86.66716428603159,85.61128080661047,1676296
2023-07-12,88.30523748185603,88.67185248920417,88.67185248920417,88.00961332980867,1379039
2023-07-13,88.25400703728823,87.87624289730688,89.02187667355946,87.87624289730688,1528714
2023-07-14,89.62662103229758,89.65869223240743,90.07088395955651,88.77057693771023,8035655
2023-07-17,90.15761756734229,89.94229528027408,90.29323166859062,89.77571074176569,9368352
2023-07-18,89.33025947431356,89.544196434898,89.6562800847967,87.48780061223128,3911190
2023-07-19,89.85917805224487,90.0090910648862,92.01886754231953,88.8999017500588,9941047
2023-07-20,91.97720816642492,92.45435830359486,92.45435830359486,91.95493178634425,5142535
2023-07-21,91.9737690846532,91.73922843216496,92.15872745751028,90.6748966120494,1273452
